,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
216,7520,2396120,/m/07947b,The Man,2005,10393696.0,83.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']",Les Mayfield,"Stephen Carpenter, Jim Piddock, Margaret Oberman, Les Mayfield","Samuel L. Jackson, Eugene Levy, Luke Goss, Miguel Ferrer, Susie Essman, Anthony Mackie, Gigi Rice, Rachael Crawford, Philip Akin, Horatio Sanz, Joel S. Keller, John Hemphill, Kathryn Greenwood, Carrie Cain Sparks, George Ghali, Leni Parker, Matt Cooke, Joe Sacco, Neville Edwards, Scott Wickware, Tomorrow Baldwin Montgomery, Geoff Bowes, Randy Butcher, Jessica Kelly, Eldridge Hyndman, Peter Oldring, Leonard Thomas, Max McCabe, Frank Spadone, Andrew Stelmack, Gordon Bolan, J.J. Authors, Toby Proctor, Peter Kosaka, Beatriz Yuste, Jackie Laidlaw, Dina Pino, Patricia Carroll Brown, Lindsay Ames, Sean Cameron Michael, Jason Gautreau, Kevin Rushton, Christopher Murray",New Line Cinema,12.0,102.0,41.0,85175.0
217,7548,1485962,/m/05567m,The Mask,1994,351583407.0,101.0,['English Language'],['United States of America'],"['Crime Fiction', 'Romance Film', 'Action', 'Fantasy', 'Comedy']",Chuck Russell,"Michael Fallon, Chuck Russell, Mike Werb","Cameron Diaz, Peter Riegert, Peter Greene, Amy Yasbeck, Richard Jeni, Orestes Matacena, Timothy Bagley, Nancy Fish, Johnny Williams, Reg E. Cathey, Max, Jim Doughan, Denis Forest, Krista Buonauro, Blake Clarke, Jim Carrey, B.J. Barie, Blake Clark, Christopher Darga, Suzanne Dunn, Joely Fisher, Peter Jazwinski, Beau Lotterman, Ivory Ocean, Robert O'Reilly, Louie Ortiz, Ben Stein, Jeremy Roberts, Eamonn Roche, Randi Ruimy, Benjamin J. Stein, Nils Allen Stewart, Chris Taylor, Wendy Walsh, Meadow Williams, Joseph Alfieri, Robert Keith, Howard Kay, Scott McElroy, B.J. Barrie, Bullet Valmont, Debra Casey, Kevin Grevious, Richard Montes, Daniel James Peterson, Tim Bagley",New Line Cinema,77.0,53.0,68.0,994690.0
218,7575,9391085,/m/0286_hv,High School Musical 3: Senior Year,2008,252909177.0,112.0,['English Language'],['United States of America'],"['Musical comedy', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film', 'Teen']",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman, Bart Johnson, Olesya Rulin, Chris Warren Jr., KayCee Stroh, Ryne Sanborn, Alyson Reed, Matt Prokop, Justin Martin, Jemma McKenzie-Brown, Leslie Wing, Joey Miyashima, Socorro Herrera",Walt Disney Pictures,63.0,131.0,72.0,354081.0
219,7634,1755675,/m/05tg9g,Old Yeller,1957,,83.0,['English Language'],['United States of America'],"['Drama', 'Family Film', 'Animal Picture', 'Coming of age', ""Children's/Family""]",Robert Stevenson,"Fred Gipson, William Tunberg","Dorothy McGuire, Tommy Kirk, Kevin Corcoran, Fess Parker, Jeff York, Beverly Washburn, Spike, Chuck Connors",Buena Vista Pictures,100.0,21.0,79.0,51308.0
220,7645,17123894,/m/09gp198,Garbage Warrior,2007,,86.0,['English Language'],['United Kingdom'],"['Environmental Science', 'Documentary']",Oliver Hodge,,Michael Reynolds,,83.0,6.0,85.0,538.0
221,7740,11671832,/m/02rng65,Sleuth,2007,4872444.0,88.0,['English Language'],['United States of America'],"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller']",Kenneth Branagh,Harold Pinter,"Michael Caine, Jude Law, Carmel O'Sullivan, Harold Pinter, Kenneth Branagh",Sony Pictures Classics,36.0,122.0,51.0,20945.0
222,7766,2511267,/m/07jzqm,Candy,2006,,108.0,['English Language'],['Australia'],"['Romantic drama', 'Romance Film', 'Drama', 'Indie', 'World cinema']",Neil Armfield,"Neil Armfield, Luke Davies","Heath Ledger, Abbie Cornish, Geoffrey Rush, Tony Martin (II), Noni Hazelhurst, Noni Hazlehurst, John Lee, Tim McKenzie (II), Tara Morice, Felino Dolloso, Cristian Castillo, Jason Chan (II), Luke Davies, Damon Herriman, Sandy Winton, Tom Budge, Patricia Lemon, Barry Jaggers, Paul Blackwell, Nathaniel Dean, Adrienne Pickering, John McNeill, Doreen Mullen, Rebecca Watt, Sean O'Riordan",ThinkFilm,47.0,76.0,77.0,25386.0
223,7828,314775,/m/01tpq_,Mr. Baseball,1992,20883046.0,109.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sports', 'Romance Film', 'Comedy']",Fred Schepisi,"Gary Ross, Kevin Wade, Monte Merrick, Jeffrey Price, Ed Solomon, Peter S. Seaman","Tom Selleck, Ken Takakura, Aya Takanashi, Ava Takanashi, Dennis Haysbert, Toshi Shioya, Kohsuke Toyohara, Toshizo Fujiwara, Mak Takano, Kenji Morinaga, Joh Nishimura, Lesly Leon Lee, Norihide Goto, Dianne Crittenden, Kensuke Toita, Naoki Fujii, Takanobu Hozumi, Jun Hamamura, Mineko Yorozuyo, Shoji Ohoki, Tomoko Fujita, Kinzoh Sakura, Bradley Jay ""Animal"" Lesley, Ikuko Saitoh, Hikari Takano, Tim McCarver, Sean McDonough, Art LaFleur, Greg Goossen, Nicholas Cascone, Larry Pennell, Scott Plank, Charles Joseph Fick, Michael McGrady, Frank Thomas, Michael Papajohn, Rolando Rodriquez, Roland Rodriquez, Todd A. Provence, Kinzo Sakura, Frank Mendoza, Ken Medlock, Carrie Yazel, Mary Kohnert, Makoto Kuno, Michigo Washizukan, Michiyo Washizukan, Shinsuke Aoki, Rinzoh Suzuki, Shintaro Mizushima, Nobuyuki Kariya, Satoshi Jinbo, Masanao Matsuzaki, Shotaro Kusumi, Katsushi Yamaguchi, Hiro Nagae, Yoshimi Imai, Cin Chi Cheng, Makoto Kaketa, Shogo Nakajima, Yoshiya Morita, Takao Ito, Hidetaka Hoshino, Kazuhiko Migita, Tsukumo Torisaka, Kazukuni Mutoh, Hiroshi Masumoto, Tomohisa Shoji, Fumio Kubo, Yasunori Itoh, Nobuhiko Matsunami, Masahiro Nakane, Toshikatsu Ida, Shinichiro Miura, Yoshio Fukazawa, Kenji Anzai, Masato Ohsumi, Youichi Monda, Shinya Kagimoto, Hirokazu Nagano, Kazuo Asahi, Yuji Inoue",MCA Universal Home Video,13.0,16.0,41.0,9426.0
224,7871,1975939,/m/06b9b4,The Desperate Hours,1955,2500000.0,112.0,['English Language'],['United States of America'],"['Thriller', 'Drama', 'Suspense', 'Film noir']",William Wyler,Joseph Hayes,"Humphrey Bogart, Fredric March, Arthur Kennedy, Gig Young, Martha Scott, Dewey Martin, Mary Murphy, Richard Eyer, Robert Middleton, Alan Reed Sr., Bert Freed, Ray Collins, Whit Bissell, Ray Teal, Michael Moore (III), Don Haggerty, Ric Roman, Pat Flaherty, Beverly Garland, Louis Lettieri, Ann Doran, Burt Mustin, Walter S. Baldwin",Paramount Pictures,86.0,7.0,79.0,2792.0
225,7872,11046944,/m/02qz5kl,Taxi to the Dark Side,2007,,106.0,['English Language'],['United States of America'],"['Culture & Society', 'Law & Crime', 'War film', 'Political cinema', 'Social issues', 'Documentary']",Alex Gibney,Alex Gibney,"Moazzam Begg, Willie Brand, Jack Cloonan, Scott Horton, Damien Corsetti, Ken Davis, Alberto J. Mora, Clive Stafford Smith, Carlotta Gall, Tim Golden, Tony Lagouranis, Carl Levin, Alfred McCoy, Alberto Mora, Anthony Morden, Glendale Walls, Lawrence Wilkerson, Tim Wilner, John Yoo, Alex Gibney",ThinkFilm,100.0,93.0,90.0,7426.0
226,7973,145621,/m/012j49,Angels with Dirty Faces,1938,,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Gangster Film', 'Black-and-white', 'Crime Drama']",Michael Curtiz,"Warren Duff, John Wexley, Rowland Brown","James Cagney, Pat O'Brien, Ann Sheridan, Humphrey Bogart, George Bancroft, Billy Halop, Bobby Jordan, Leo Gorcey, Bernard Punsley, Gabriel Dell, Huntz Hall, Bernard Punsly, Frankie Burke, William Tracy, Marilyn Knowlden, Joseph Downing, Adrian Morris, Oscar O'Shea, Edward Pawley, William Pawley, Charles Sullivan, Theodore Rand, John Hamilton, Dead End Kids, Earl Dwire, William Worthington, Jim Farley, Pat O'Malley, Jack C. Smith, Roger McGee, Vince Lombardi, Sonny Bupp, Dan Jesse, A.W. Sweatt, Chuck Stubbs, Eddie Syracuse, George Sorel, Robert E. Homans, Harris Berger, Lottie Williams, Harry Hayden, Dick Rich, Steve Darrell, Joe Devlin, Donald Kerr, Ted Offenbecker, Jack Goodrich, Al Lloyd, Jeffrey Sayre, Charles Marsh, Alexander Lockwood, Earl Gunn, Carlyle Moore Jr., Lee Phelps, Jack Mower, Belle Mitchell, William Edmunds, Lotta Williams, Charles C. Wilson, Vera Lewis, Eddie Brian, Billy McClain, Claude Wisberg, Frank S. Hagney, Dick Wessel, John Harron, Wilbur Mack, Frank Coghlan Jr., David Durand, Mary Gordon, George Offerman Jr., Joe Cunningham, James Spottswood, John Dilson, Charles Trowbridge, Thomas E. Jackson, Ralph Sanford, Galan Galt, Emory Parnell, Wilfred Lucas, Elliott Sullivan, William Crowell, Lane Chandler, Jack Perrin, Ben Hendricks Jr., Sidney Bracey, George Taylor, Dutch Hendrian, Dan Wolheim, Brian Burke, John Marston, Poppy Wilde, Al Hill, George Offerman",Warner Bros. Pictures,100.0,22.0,92.0,9539.0
227,8015,4813288,/m/0cpbxf,"The Long, Hot Summer",1958,,115.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama']",Martin Ritt,"Harriet Frank, Irving Ravetch, Harriet Frank Jr. / Irving Ravetch","Paul Newman, Joanne Woodward, Orson Welles, Anthony Franciosa, Lee Remick, Angela Lansbury, Richard Anderson, Sarah Marshall, Mabel Albertson, J. Pat O'Malley, Bill Walker, George Dunn, Jess Kirkpatrick, Val Avery, I. Stanford Jolley, Nicholas T. King, Lee Erickson, Ralph Reed, Terry Rangno, Steve Widders, Jim Brandt, Helen Wallace, Brian Corcoran, Byron Foulger, Victor Rodman, Eugene Jackson",20th Century Fox,89.0,18.0,82.0,6137.0
228,8021,1329111,/m/04t6jm,Bananas,1971,11833696.0,82.0,['English Language'],['United States of America'],"['Parody', 'Absurdism', 'Political satire', 'Satire', 'Comedy', 'Political cinema', 'Slapstick']",Woody Allen,"Mickey Rose, Woody Allen","Woody Allen, Howard Cosell, Louise Lasser, Carlos Montalban, Jacobo Morales, Natividad Abascal, Miguel Ángel Suárez, David Ortiz, Danny DeVito, Bob O'Connell, René Enríquez, David Oniz, Jack Axelrod, Howard Cosell, Roger Grimsby, Don Dunphy, Charlotte Rae, Stanley Ackerman, Dan Frazer, Martha Greenhouse, Conrad Bain, Tigre Perez, Baron DeBeer, Arthur Hughes, John Braden, Dorothi Fox, Dagne Crane, Axel Anderson, Ted Chapman, Eddie Barth, Nicholas Saunders, Eulogio Peraza, Norman Evans, Hy Anzell, Marilyn Hengst, Ed Crowley, Beeson Carroll, Allen Garfield, Princess Fatosh, Dick Callinan, Sylvester Stallone, Robert O'Connell, Robert Dudley",MGM Home Entertainment,82.0,33.0,74.0,18424.0
229,8047,7643463,/m/0kvd1p,Double Dragon,1994,2341309.0,95.0,['English Language'],['United States of America'],"['Science Fiction', 'Martial Arts Film']",James Yukich,"Michael Davis, Peter Gould","Robert Patrick, Mark Dacascos, Scott Wolf, Kristina Malandro Wagner, Julia Nickson, Alyssa Milano, Nils Allen Stewart, Henry Kingi, Leon Russom, Jeff Imada, Al Leong, Cory Milano, Michael Berryman, Vanna White, George Hamilton, Deanthony Langston, John Grantham, Rohn Thomas, Garret Warren, Ken McLeod, David Earle, Andy Dick, Bruce Strickland, Donald Nugent, Verle Majied, Rohr Thomas, Patrica Cascino, Chuck Gillespie, Mark Brazill, David L. Early, Rio Hackford, Irene Tanaka, Edward Feldman, Joe L'Erario, Vincent Klyn, Roger Yuan, Ron Yuan, Jim Aleck, Danny Wong, Brian Imada",MCA Universal Home Video,13.0,16.0,26.0,29956.0
230,8106,27558404,/m/0c00gb8,Sympathy for Delicious,2011,,96.0,['English Language'],['United States of America'],"['Drama', 'Comedy', 'Indie']",Mark Ruffalo,Christopher Thornton,"Mark Ruffalo, Christopher Thornton, Orlando Bloom, Juliette Lewis, Laura Linney, Noah Emmerich, Dov Tiefenbach, Niko Nicotera, Stephen Mendillo, John Carroll Lynch, Deantoni Parks, Sandra Seacat, James Karen, Robert Wisdom",Maya Entertainment,33.0,27.0,40.0,1824.0
231,8173,61520,/m/0gnr2,Three Smart Girls,1936,,84.0,['English Language'],['United States of America'],"['Musical', 'Comedy', 'Black-and-white', 'Domestic Comedy']",Henry Koster,"Adele Comandini, Austin Parker","Deanna Durbin, Ray Milland, Binnie Barnes, Nan Grey, Alice Brady, Charles Winninger, Mischa Auer, Barbara Read, Ernest Cossart, Hobart Cavanaugh, John ""Dusty"" King, Lucile Watson, Nella Walker, Dennis O'Keefe, Gladden James, Wade Boteler, John Hamilton, Lane Chandler, Charles Coleman, Franklin Pangborn, Selmar Jackson, Albert Conti, Selmer Jackson",Universal Pictures,86.0,7.0,50.0,474.0
232,8183,4118310,/m/0bk2mh,Tarzan & Jane,2002,,75.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Family Film', 'Animation', 'Adventure', 'Animated cartoon']","Victor Cook, Don Mackinnon, Steve Loter",,"April Winchell, Jim Cummings, Jeff Bennett, Michael T. Weiss, Alexis Denisof, Olivia d'Abo, Kevin Michael Richardson, Grey Griffin, John O'Hurley, Nicollette Sheridan, Tara Strong",Walt Disney Pictures,17.0,6.0,30.0,20156.0
233,8224,7189073,/m/0kt_zc,The Food of the Gods,1976,,88.0,['English Language'],['United States of America'],"['Natural horror films', 'Science Fiction', 'Horror', 'Film adaptation', 'Creature Film', 'Cult', 'Drama', 'Monster', 'B-movie']",Bert I. Gordon,Bert I. Gordon,"Marjoe Gortner, Ida Lupino, Pamela Franklin, Ralph Meeker, Jon Cypher, Belinda Balaski, Tom Stovall, John McLiam, Chuck Courtney, Reg Tunnicliffe",MGM,24.0,17.0,26.0,820.0
234,8317,9897840,/m/02pw90l,The Night of the Iguana,1964,,125.0,['English Language'],['United States of America'],"['LGBT', 'Black-and-white', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",John Huston,"John Huston, Anthony Veiller","Richard Burton, Ava Gardner, Deborah Kerr, Sue Lyon, Skip Ward, Grayson Hall, Cyril Delevanti, Mary Boylan, Gladys Hill, Billie Matticks, Emilio Fernandez, Eloise Hardt, Thelda Victor, Betty Proctor, Dorothy Vance, Liz Rubey, Bernice Starr, Barbara Joyce, Roberto Leyva, C.G. Kim, Robert Leyra, Fidelmar Duran",WARNER BROTHERS PICTURES,71.0,14.0,85.0,4625.0
235,8353,2426058,/m/07c6yg,Proof,2005,14189860.0,100.0,['English Language'],['United States of America'],['Drama'],John Madden,"David Auburn, Rebecca Miller","Gwyneth Paltrow, Anthony Hopkins, Jake Gyllenhaal, Hope Davis, Roshan Seth, Danny McCarthy, Tobiasz Daszkiewicz, Gary Houston, Anne Wittman, Leigh Zimmerman, Colin Stinton, Leland Burnett, John Keefe, C. Gerod Harris, Chipo Chung, Lolly Susi, Daniel Hatkoff, Haroula Spyropoulos",Miramax Films,62.0,145.0,59.0,88773.0
236,8373,9823573,/m/02pt8cw,Death Wish 4: The Crackdown,1987,6880310.0,99.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action Thrillers', 'Action/Adventure', 'Thriller', 'Drama', 'Crime Thriller', 'Action']",J. Lee Thompson,Gail Morgan Hickman,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez, George Dickerson, Soon-Teck Oh, Dana Barron, Jesse Dabson, Peter Sherayko, James Purcell, Michael Russo, Danny Trejo, Mike Moroff, Tom Everett, Michael Wise, Irwin Keyes, Tim Russ, Hector Mercado, Derek Rydall, Mark Pellegrino, Margaret Howell, J.P. Romano, Tony Borgia, Charles Knox Robinson III, Gerald Castillo, Jason Scura, Sheila Gale, Robert Axelrod, Mitch Pileggi, Alan Berger, Dale Robinette, Russell Solberg, Terry Ward, Art Frankel, Elizabeth Scherrer, Roydon E. Clark, Gene Lebell, Gary Rooney, David J. Partington",Media Home Entertainment,14.0,7.0,40.0,8103.0
237,8399,1123132,/m/04857z,Fright Night,1985,24922237.0,106.0,['English Language'],['United States of America'],"['Cult', 'Thriller', 'Horror', 'Comedy', 'Teen']",Tom Holland,Tom Holland,"Chris Sarandon, Roddy McDowall, William Ragsdale, Amanda Bearse, Stephen Geoffreys, Jonathan Stark, Dorothy Fielding, Art Evans, Stewart Stern, Nick Savage, Jackie Burch, Ernie Holmes, Steven Hilliard Stern, Prince A. Hughes, Heidi Sorenson, Irina Irvine, Bob Corff, Robert Corff, Pamela Brown, Chris Hendrie, Prince Hughes",Sony Pictures Home Entertainment,92.0,37.0,76.0,49729.0
238,8412,2297089,/m/071tng,The Ghost and Mrs. Muir,1947,,104.0,['English Language'],['United States of America'],"['Costume drama', 'Drama', 'Romantic drama', 'Fantasy', 'Romance Film', 'Romantic fantasy']",Joseph L. Mankiewicz,Philip Dunne,"Gene Tierney, Rex Harrison, George Sanders, Edna Best, Vanessa Brown, Natalie Wood, Vanessa Brown, Robert Coote, Anna Lee, Isobel Elsom, Victoria Horne, Whitford Kane, Brad Slaven, William Stelling, Helen Freeman, David Thursby, Heather Wilde, Stuart Holmes, Houseley Stevenson Sr.",20th Century-Fox,100.0,17.0,88.0,8890.0
239,8457,1359571,/m/04wlj7,The Wind and the Lion,1975,,119.0,['English Language'],['United States of America'],"['Adventure', 'Costume Adventure', 'Historical fiction', 'Action/Adventure', 'Period piece', 'War film', 'Action']",John Milius,John Milius,"Sean Connery, Candice Bergen, Brian Keith, John Huston, Geoffrey Lewis, Steve Kanaly, Vladek Sheybal, Nadim Sawalha, Roy Jenson, Deborah Baxter, Jack Cooley, Chris Aller, Harrison Simon, Antoine St. John, Aldo Sambrell, Luis Barboo, Darrell Fetty, Marc Zuber, Bill Williams, Shirley Rothman, Rusty Cox, Larry Cross, Alex C. Weldon, Akio Mitamura, Frank Gassman, Audrey San Felix, Ben Tatar, Michael Damian, Howard Hagan, Rupert Crabb, Carl Rapp, James Mitchell, Anita Colby, Ricardo Palacios, Robert Case, Felipe Solano, Charlie Bravo, Eduardo Bea, Juan Cazalilla, Polly Gottesman, Leon Liberman, Allen Russell, Arthur Larkin, James Cooley, M. Ciudad, Charles Stalnaker, David Lester, Paul Rusking",MGM Home Entertainment,63.0,16.0,70.0,4904.0
240,8507,23233821,/m/0c1m2d5,Cemetery Junction,2010,,95.0,['English Language'],['United Kingdom'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']","Ricky Gervais, Stephen Merchant","Ricky Gervais, Stephen Merchant","Ricky Gervais, Christian Cooke, Jack Doolan, Tom Hughes, Felicity Jones, Ralph Fiennes, Emily Watson, Matthew Goode",Sony Pictures,55.0,40.0,63.0,13694.0
241,8545,1605299,/m/05g1cj,The Invisible Man,1933,,71.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Black-and-white', 'Action/Adventure', 'Action']",James Whale,R.C. Sherriff,"Claude Rains, Gloria Stuart, Henry Travers, William Harrigan, Una O'Connor, Forrester Harvey, Holmes Herbert, E.E. Clive, Dudley Digges, Harry Stubbs, Donald Stuart, Merle Tottenham, Dwight Frye, Walter Brennan, Jameson Thomas, John Carradine, John Merivale",Realart Pictures Inc.,94.0,51.0,85.0,11170.0
242,8553,1419848,/m/0djn7t,Lost in America,1985,,91.0,['English Language'],['United States of America'],"['Parody', 'Road movie', 'Comedy of manners', 'Satire', 'Comedy', 'Black comedy']",Albert Brooks,"Albert Brooks, Monica Johnson","Julie Hagerty, Albert Brooks, Maggie Roswell, Michael Greene, Tom Tarpey, Garry Marshall, Donald Gibb, Ernie Brown, Art Frankel, Joey Coleman, Barbara Claman, Sylvia Farrel, Tina Kincaid, Candy Ann Brown, Hans Wagner, Brandy Rubin, Robert Hughes, Gideon Ray, John Di Fusco, Michael Cornelison, Radu Gavor, John C. Reade, Pat Garrison, Byron Tong, Gayle Lanza, Charles Boswell, Herb Nanas, Rex Reed (II), Zeke Manners, Bea Manners, Mark Sydney, David Katz, Raul Flores",Warner Bros. Pictures,97.0,34.0,77.0,4326.0
243,8556,2015043,/m/06f57g,A Fine Madness,1966,,104.0,['English Language'],['United States of America'],"['Romance Film', 'Drama', 'Comedy']",Irvin Kershner,Elliott Baker,"Sean Connery, Joanne Woodward, Patrick O'Neal, Jean Seberg, Colleen Dewhurst, Clive Revill, Werner Peters, John Fiedler, Kay Medford, Jackie Coogan, Zohra Lampert, Sorrell Booke, Sue Ane Langdon, Bibi Osterwald, Mabel Albertson, Gerald S. O'Loughlin, James Millhollin, Jon Lormer, Harry Bellaver, Ayllene Gibbons, Bernie Meyer, Richard S. Castellano, Renée Taylor",WARNER BROTHERS PICTURES,40.0,5.0,33.0,306.0
244,8604,8008553,/m/026nc8x,Billy Liar,1963,,98.0,['English Language'],['United Kingdom'],"['Kitchen sink realism', 'Screwball comedy', 'Coming of age', 'Comedy', 'Fantasy', 'British New Wave']",John Schlesinger,"Keith Waterhouse, Keith Waterhouse, Willis Hall","Tom Courtenay, Julie Christie, Wilfred Pickles, Mona Washbourne, Ethel Griffies, Finlay Currie, Rodney Bewes, Helen Fraser, George Innes, Leonard Rossiter, Godfrey Winn, Ernest Clark, Leslie Randall, Gwendolyn Watts, Patrick Barr, Anna Wing, Elaine Stevens, George Ghent",Continental,94.0,17.0,84.0,2697.0
245,8612,1863523,/m/0620fw,The Enforcer,1951,2000000.0,87.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Film noir']","Raoul Walsh, Bretaigne Windust",Martin Rackin,"Humphrey Bogart, Zero Mostel, Ted de Corsia, Everett Sloane, Roy Roberts, Lawrence Tolan, King Donovan, Bob Steele, Adelaide Klein, Don Beddoe, Tito Vuolo, John Kellogg, Jack Lambert, Patricia Joiner, Susan Cabot, Mario Siletti, Thomas P. Dillon, Alan Foster, Harry Wilson, Pete Kellett, Barry Reagan, Dan Riss, Art Dupuis, Bud Wolfe, Creighton Hale, Patricia Hayes, Robert Strong, Michael Lally, George Meader, Ralph Dunn, Perc Launders, Tom Dillon, John Maxwell, Howard Mitchell, James Brick Sullivan, Greta Granstedt, Louis Lettieri, Montgomery Pittman, Chuck Hamilton, Jay Morley, Richard Bartell, Karen Kester, Eula Guy",Republic Pictures Home Video,88.0,8.0,70.0,1293.0
